title,company,location,job_url,posted_text,posted_date,experience,salary,skills,job_type,salary_min,salary_max
"Data Scientist – AI, Machine Learning & Analytics",CodeClouds,Greater Kolkata Area,https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-ai-machine-learning-analytics-at-codeclouds-4435630109?position=56&pageNum=0&refId=x8S%2B68uVhJjbnbv4CmsPww%3D%3D&trackingId=9s4uugigbkjKzj048Nw6%2FA%3D%3D,2 months ago,2026-06-14,Mid-Senior level,,"Machine Learning, Deep Learning",Full-time,,
Lead Data Scientist,Accenture in India,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-accenture-in-india-4448345079?position=57&pageNum=0&refId=x8S%2B68uVhJjbnbv4CmsPww%3D%3D&trackingId=gWsQdV9AKOz%2FFGFsbM23og%3D%3D,22 hours ago,2026-08-25,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, R, Machine Learning, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, GCP, Git",Full-time,1000000.0,3000000.0
Senior Data Scientist,UsefulBI Corporation,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-usefulbi-corporation-4448171986?position=58&pageNum=0&refId=x8S%2B68uVhJjbnbv4CmsPww%3D%3D&trackingId=6lO%2Be9urO%2Blhfz8LigUVRw%3D%3D,3 weeks ago,2026-08-03,Mid-Senior level,,"Python, SQL, NLP, TensorFlow, PyTorch, Hugging Face, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP, Docker, Git",Full-time,,
"Data Scientist II , Ultra",Affle,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-ii-ultra-at-affle-4450139004?position=59&pageNum=0&refId=x8S%2B68uVhJjbnbv4CmsPww%3D%3D&trackingId=r2F7%2FmI%2Bluq1dqJUfRYtig%3D%3D,1 month ago,2026-07-18,Mid-Senior level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, SQL, Machine Learning, GCP",Full-time,1200000.0,1800000.0
Affle India - Data Scientist II,Affle,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/affle-india-data-scientist-ii-at-affle-4425952117?position=60&pageNum=0&refId=x8S%2B68uVhJjbnbv4CmsPww%3D%3D&trackingId=r4sK%2BziPzLMtIRpKTes5vg%3D%3D,2 months ago,2026-06-09,Mid-Senior level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, SQL, Machine Learning, GCP",Full-time,1200000.0,1800000.0
Data Scientist-Artificial Intelligence,IBM,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4446241710?position=1&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=RwOpGgi3GuKIvmsu08e6LQ%3D%3D,18 hours ago,2026-08-25,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Pandas, Matplotlib, AWS, Azure, GCP, Kubernetes, MongoDB",Full-time,1000000.0,3000000.0
Senior Data Scientist - I,MetLife,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-i-at-metlife-4455731862?position=2&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=t4PoWMJ6bKOQANG%2F5Vioug%3D%3D,22 hours ago,2026-08-25,Mid-Senior level,,"Python, Machine Learning, NLP, TensorFlow, PyTorch, Scikit-learn, Azure",Full-time,,
Senior Data Scientist,SourcingXPress,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sourcingxpress-4384572454?position=3&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=7Wqtal77G14v%2Br78qFoPKw%3D%3D,5 months ago,2026-03-16,Mid-Senior level,"Base pay range ₹2,000,000.00/yr - ₹4,000,000.00/yr","Python, Machine Learning, Deep Learning, AWS, Azure, GCP, Databricks",Full-time,2000000.0,4000000.0
Sr Advanced Data Scientist,Honeywell Technologies,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/sr-advanced-data-scientist-at-honeywell-technologies-4445700716?position=4&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=Glt6c%2BCbPQ4dq0GRSpsH8g%3D%3D,1 week ago,2026-08-18,Mid-Senior level,,"Python, R, Machine Learning, Azure, Databricks",Full-time,,
Senior Data Scientist I,MetLife,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-i-at-metlife-4446306265?position=5&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=8MobgCwmdurv6EFOKbtz6A%3D%3D,3 weeks ago,2026-08-03,Mid-Senior level,,"Python, Machine Learning, NLP, TensorFlow, PyTorch, Scikit-learn, Azure",Full-time,,
Senior Data Scientist,Amplify Health,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-amplify-health-4445437035?position=6&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=FSJUi8sAwh5fjPHFQ37pDA%3D%3D,4 weeks ago,2026-07-28,Mid-Senior level,"₹2,000,000.00
            -
            ₹4,000,000.00","Python, SQL, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, Azure, Docker, Kubernetes, Databricks",Full-time,2000000.0,4000000.0
Senior Data Scientist,SEI,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/senior-data-scientist-at-sei-4407866688?position=7&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=cUfhyg%2BywKJzdSoASU720g%3D%3D,1 week ago,2026-08-14,Mid-Senior level,"₹4,000,000.00
            -
            ₹5,500,000.00","Python, SQL, R, Machine Learning, Artificial Intelligence, TensorFlow, PyTorch, Pandas, Scikit-learn, Matplotlib, Power BI, Tableau, AWS, Azure, GCP, Docker, Kubernetes, Spark",Full-time,4000000.0,5500000.0
Lead Data Scientist,AtkinsRéalis,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-atkinsr%C3%A9alis-4446571831?position=8&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=l0wPLPxlBMkamR6qDdq23w%3D%3D,3 weeks ago,2026-08-04,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, Hugging Face, Azure",Full-time,1000000.0,3000000.0
Data Scientist - Machine Learning,United Airlines India Knowledge Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-machine-learning-at-united-airlines-india-knowledge-center-4457838253?position=9&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=p%2F2HPTTlWQf8plYvunsFpQ%3D%3D,3 days ago,2026-08-22,Mid-Senior level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, SQL, Machine Learning, Artificial Intelligence, Git",Full-time,1200000.0,1800000.0
Lead Data Scientist- Gen AI-ML- Vice president,Citi,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/lead-data-scientist-gen-ai-ml-vice-president-at-citi-4446423940?position=10&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=f63h3eIPUDeQ2IROKhpVSQ%3D%3D,5 days ago,2026-08-20,Not Applicable,,"Python, SQL, Machine Learning, NLP, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, Matplotlib, Power BI, Tableau, Git",Full-time,,
Sr Advanced Data Scientist,Honeywell Technologies,"Delhi, India",https://in.linkedin.com/jobs/view/sr-advanced-data-scientist-at-honeywell-technologies-4445717520?position=11&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=YuEAwHs70gVl%2F9a9wqPvGw%3D%3D,1 week ago,2026-08-18,Mid-Senior level,"₹2,000,000.00
            -
            ₹4,000,000.00","Python, R, Machine Learning, Azure, Databricks",Full-time,2000000.0,4000000.0
Data Scientist,Thales,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-at-thales-4417326819?position=12&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=YBfh481RL4xhRc%2BTrNuJVw%3D%3D,1 week ago,2026-08-15,Not Applicable,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, SQL, Machine Learning, Artificial Intelligence, GCP, Databricks",Full-time,1200000.0,1800000.0
AI/ML Data Science / Gen AI / MLOps,Cognizant,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-data-science-gen-ai-mlops-at-cognizant-4447622047?position=13&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=Pe9NDvWRUqnOjc%2FlglTrEA%3D%3D,2 days ago,2026-08-23,Mid-Senior level,"₹1,500,000.00
            -
            ₹2,500,000.00","Python, Machine Learning, TensorFlow, PyTorch, Azure, Docker, Kubernetes",Full-time,1500000.0,2500000.0
Machine Learning Engineer,Simplify Healthcare,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-at-simplify-healthcare-4455251418?position=14&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=AEIlXu7%2FfxtU7lU0M%2FdWsw%3D%3D,1 week ago,2026-08-17,Mid-Senior level,,"Python, SQL, AWS, Azure, GCP, Spark, Databricks",Full-time,,
Senior Data Scientist,"InvoiceCloud, Inc.","Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-invoicecloud-inc-4419691849?position=15&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=xYl1ufRCT7HNWuLZrORoCQ%3D%3D,2 weeks ago,2026-08-05,Mid-Senior level,"₹4,000,000.00
            -
            ₹5,500,000.00","Python, SQL, Machine Learning, Deep Learning, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP, Docker, Kubernetes, Databricks, Git",Full-time,4000000.0,5500000.0
Principal Data Scientist,Atlassian,Greater Kolkata Area,https://in.linkedin.com/jobs/view/principal-data-scientist-at-atlassian-4454857134?position=16&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=wG2ooaSsTYIUThhbAuFFpA%3D%3D,1 week ago,2026-08-15,Mid-Senior level,,"Python, SQL, R, Machine Learning, Pandas, NumPy, Scikit-learn, Matplotlib, Tableau",Full-time,,
Data Scientist I,Kroll,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-i-at-kroll-4453474215?position=17&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=9tkJq2n6VRJB%2Bi56DjHCag%3D%3D,6 days ago,2026-08-19,Entry level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Hugging Face, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP, Spark, Databricks",Full-time,1000000.0,3000000.0
Data Scientist + Databricks AI/ML - Sr Architect,Birlasoft,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-scientist-%2B-databricks-ai-ml-sr-architect-at-birlasoft-4453578053?position=18&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=A%2FJHe1HMHqsKR1qnTa0fMg%3D%3D,1 week ago,2026-08-14,Mid-Senior level,,"Python, SQL, NLP, TensorFlow, PyTorch, Scikit-learn, Power BI, Tableau, AWS, Azure, GCP, Databricks",Full-time,,
Senior Principal Data Scientist,AtkinsRéalis,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/senior-principal-data-scientist-at-atkinsr%C3%A9alis-4394640162?position=19&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=oYg%2BjARm7cHKo3dPuooQWg%3D%3D,4 months ago,2026-04-07,Mid-Senior level,"₹5,000,000.00
            -
            ₹7,000,000.00","Python, Machine Learning, NLP, TensorFlow, PyTorch, Hugging Face, AWS, Azure",Full-time,5000000.0,7000000.0
Data Science and AIML Lead - AITDS,Cognizant,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-science-and-aiml-lead-aitds-at-cognizant-4414475083?position=20&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=KQqB2y5sMLNuLurA6kC%2FWQ%3D%3D,2 weeks ago,2026-08-08,Mid-Senior level,,"Python, Machine Learning, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, GCP",Full-time,,
Straviso - Senior Data Scientist - Machine Learning,StraViso,Greater Kolkata Area,https://in.linkedin.com/jobs/view/straviso-senior-data-scientist-machine-learning-at-straviso-4438548274?position=21&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=kLPWb%2BDdLrYowDV4DK%2B4Vg%3D%3D,1 month ago,2026-07-09,Mid-Senior level,,"Python, SQL, Machine Learning, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, AWS, Azure, GCP, Docker, Kubernetes, Spark, Git",Full-time,,
Data Scientist I,Kroll,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/data-scientist-i-at-kroll-4453471229?position=22&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=4ieIso2271BT%2FE5y%2BnPC0g%3D%3D,6 days ago,2026-08-19,Entry level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Hugging Face, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP, Spark, Databricks",Full-time,1200000.0,1800000.0
Data Scientist,Avahi,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-avahi-4436347282?position=23&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=YNhBMrSNZj%2F30wtFOufJrQ%3D%3D,1 week ago,2026-08-15,Mid-Senior level,,"Python, PyTorch, AWS",Full-time,,
Data Scientist – Mortgage Analytics & AI,loanDNA,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-mortgage-analytics-ai-at-loandna-4453688615?position=24&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=DbW334sjLpjs3la86tLLuw%3D%3D,1 week ago,2026-08-13,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, Deep Learning, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, AWS, Azure, Docker, Kubernetes, Databricks, Git",Full-time,1000000.0,3000000.0
Staff Data Scientist,Stryker,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/staff-data-scientist-at-stryker-4436215738?position=25&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=hZ8mOLbaILYXFqluGjmnWA%3D%3D,1 month ago,2026-07-07,Associate,"₹12.00
            -
            ₹25.00","Python, SQL, Machine Learning, NLP, Power BI, Azure, Spark, Databricks, Git",Full-time,12.0,25.0
Predictive Analytics Data Scientist-AI Labs,Adani Enterprises Limited,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/predictive-analytics-data-scientist-ai-labs-at-adani-enterprises-limited-4427055522?position=26&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=POIiC%2BX%2FqLm3uu3Owu6psw%3D%3D,1 week ago,2026-08-14,Entry level,"₹800,000.00
            -
            ₹1,200,000.00","Machine Learning, Deep Learning, Artificial Intelligence, AWS, Azure, GCP, Docker, Kubernetes",Full-time,800000.0,1200000.0
Lead Data Scientist,Gartner,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-gartner-4446434435?position=27&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=uOOUQ%2F8Gtor%2BkuxXCnramg%3D%3D,6 days ago,2026-08-20,Not Applicable,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, Power BI, AWS, Azure, GCP, Spark, Databricks",Full-time,1000000.0,3000000.0
"Lead, Data Scientist",Bain & Company,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-bain-company-4440907806?position=28&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=VI5IBgwApJ0WM%2FRix0PA%2Fg%3D%3D,2 weeks ago,2026-08-09,Not Applicable,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, Deep Learning, Artificial Intelligence, NLP, AWS, Azure, GCP, Docker, Spark, MongoDB, PostgreSQL",Full-time,1000000.0,3000000.0
Senior Data Scientist,"FourKites, Inc.",Greater Chennai Area,https://in.linkedin.com/jobs/view/senior-data-scientist-at-fourkites-inc-4458585972?position=29&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=k%2BgaUSbjvpo7FcSEKsWibw%3D%3D,1 day ago,2026-08-25,Mid-Senior level,,"Python, SQL, Machine Learning, NLP, Pandas, Scikit-learn, AWS",Full-time,,
Data Scientist-Artificial Intelligence,IBM,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4446243677?position=30&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=UKIb12p2z7jsYhXornWTzA%3D%3D,19 hours ago,2026-08-25,Mid-Senior level,"₹1,000,000.00
            -
            ₹1,200,000.00","Python, SQL, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Pandas, Matplotlib, AWS, Azure, GCP, Kubernetes, MongoDB",Full-time,1000000.0,1200000.0
Lead Data Scientist,XCaliber Health,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-xcaliber-health-4434281766?position=31&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=iILRJAfQp7ng0mfKixqggg%3D%3D,1 month ago,2026-06-28,Mid-Senior level,,"Python, Machine Learning, NLP",Full-time,,
Principal Data Scientist,JAGGAER,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/principal-data-scientist-at-jaggaer-4451521110?position=32&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=0hYLAGIvhHnsZcakPXcJ6w%3D%3D,2 weeks ago,2026-08-10,Mid-Senior level,,"Python, SQL, R, TensorFlow, PyTorch, Pandas, Scikit-learn, Tableau, AWS, Azure, GCP, Docker, Kubernetes, Git",Full-time,,
Senior Data Scientist,Sonatype,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sonatype-4448280537?position=33&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=kl%2BlTVnT1wH7FXw%2BYUpWoA%3D%3D,1 day ago,2026-08-25,Associate,"₹4,000,000.00
            -
            ₹5,500,000.00","Python, Java, Machine Learning, Deep Learning, Artificial Intelligence, TensorFlow, PyTorch, Scikit-learn, AWS, Databricks, Git",Full-time,4000000.0,5500000.0
Senior Data Scientist,Skan AI,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-skan-ai-4456247269?position=34&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=ZTj8aT3ek67ZJ4YNNIyOvA%3D%3D,4 days ago,2026-08-21,Mid-Senior level,,"Python, Deep Learning, NLP, Spark, Databricks",Full-time,,
Senior Data Scientist,Aligned Automation,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-aligned-automation-4454272168?position=35&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=jl9%2BBxer10z7Gsai7OLBCg%3D%3D,1 week ago,2026-08-13,Mid-Senior level,,"Python, Machine Learning, TensorFlow, PyTorch, Pandas, Scikit-learn",Full-time,,
Senior Data Scientist,SourcingXPress,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sourcingxpress-4377843079?position=36&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=Q8cP0PDXnLsTsN5BZh2JbA%3D%3D,5 months ago,2026-02-27,Mid-Senior level,"Base pay range ₹3,500,000.00/yr - ₹5,000,000.00/yr","Python, SQL, Machine Learning, AWS, Azure, GCP, Docker, Spark",Full-time,3500000.0,5000000.0
Senior Data Scientist,CitiusTech,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-citiustech-4447280305?position=37&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=JTwxD7wQYhkRPFdUmhSnHQ%3D%3D,3 weeks ago,2026-07-31,Mid-Senior level,"₹4,000,000.00
            -
            ₹5,500,000.00","Python, SQL, Machine Learning, NLP, TensorFlow, PyTorch, Scikit-learn, Power BI, Tableau, Azure, Databricks",Full-time,4000000.0,5500000.0
Staff Data Scientist – Healthcare,Anblicks,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/staff-data-scientist-%E2%80%93-healthcare-at-anblicks-4425796423?position=38&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=zRMNEXRgVVYhUWLpuB82fg%3D%3D,2 months ago,2026-06-15,Mid-Senior level,,"Python, R, Machine Learning, Deep Learning, AWS, Docker, Kubernetes, Spark, Databricks",Full-time,,
Machine Learning-AI and Data Science Engineer III,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-ai-and-data-science-engineer-iii-at-deloitte-4425095675?position=39&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=kVuQIT1eSRDQp%2BnSnlJxRw%3D%3D,1 week ago,2026-08-15,Not Applicable,,"Python, SQL, Machine Learning, Artificial Intelligence, Pandas, NumPy, Scikit-learn, Tableau, AWS, Azure, GCP, Docker, Databricks, Git",Full-time,,
Senior Data Scientist,Cognite,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-cognite-4446547646?position=40&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=CY%2FsAD9%2B9nprneqxk33Hdg%3D%3D,6 days ago,2026-08-19,Mid-Senior level,,"Python, SQL, Machine Learning, AWS, Azure, GCP, Git",Full-time,,
Machine Learning-Lead AI and Data Science Engineer II,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-lead-ai-and-data-science-engineer-ii-at-deloitte-4440237541?position=41&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=9nBbA9gZfzOuRZDKrhMRxw%3D%3D,2 weeks ago,2026-08-06,Not Applicable,,"Python, SQL, Deep Learning, NLP, TensorFlow, PyTorch, Keras, AWS, Azure, GCP, Docker, Git",Full-time,,
Machine Learning Engineer/Data Engineer,Adient,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-data-engineer-at-adient-4411506846?position=42&pageNum=0&refId=OCicnxrOdssGyI47FV7n0w%3D%3D&trackingId=y2YBLZDJEvZuEr%2FdrZ%2BBYg%3D%3D,3 months ago,2026-05-14,Mid-Senior level,"₹1,500,000.00
            -
            ₹2,500,000.00","Python, SQL, Machine Learning, Pandas, NumPy, Scikit-learn, Matplotlib, Azure",Full-time,1500000.0,2500000.0
